Sales Person,Country,Product,Date,Amount,Boxes Shipped,Price_Per_Box,Year,Month_Name,Quarter
Curtice Advani,UK,Peanut Butter Cubes,2023-03-01,15653.44,175,89.45,2023,March,Q1
Kelci Walkden,New Zealand,White Choc,2023-04-13,7899.31,148,53.37,2023,April,Q2
Beverie Moffet,Canada,Fruit & Nut Bars,2023-02-14,10644.74,172,61.89,2023,February,Q1
Mallorie Waber,India,White Choc,2023-07-26,872.83,224,3.9,2023,July,Q3
Brien Boise,UK,Drinking Coco,2023-01-27,6337.94,128,49.52,2023,January,Q1
Jehu Rudeforth,India,Peanut Butter Cubes,2023-04-14,31.15,451,0.07,2023,April,Q2
Oby Sorrel,USA,Almond Choco,2023-05-19,7107.55,142,50.05,2023,May,Q2
Husein Augar,India,Eclairs,2023-02-09,5465.85,56,97.6,2023,February,Q1
Brien Boise,UK,Spicy Special Slims,2023-05-25,2462.14,60,41.04,2023,May,Q2
Oby Sorrel,Australia,Manuka Honey Choco,2023-01-26,4194.44,80,52.43,2023,January,Q1
Beverie Moffet,India,White Choc,2023-07-04,1994.44,299,6.67,2023,July,Q3
Ches Bonnell,India,Almond Choco,2023-04-13,12124.05,80,151.55,2023,April,Q2
Gigi Bohling,Australia,Smooth Sliky Salty,2023-01-25,5884.09,117,50.29,2023,January,Q1
Camilla Castle,USA,85% Dark Bars,2023-04-25,2639.16,80,32.99,2023,April,Q2
Camilla Castle,USA,Eclairs,2023-06-10,5031.4,401,12.55,2023,June,Q2
Madelene Upcott,New Zealand,White Choc,2023-08-22,11510.71,56,205.55,2023,August,Q3
Van Tuxwell,India,After Nines,2023-06-27,15021.98,211,71.19,2023,June,Q2
Husein Augar,India,Orange Choco,2023-06-30,4517.19,40,112.93,2023,June,Q2
Jehu Rudeforth,India,Almond Choco,2023-08-30,10778.53,99,108.87,2023,August,Q3
Karlen McCaffrey,Australia,Raspberry Choco,2023-08-23,1145.72,60,19.1,2023,August,Q3
Camilla Castle,New Zealand,99% Dark & Pure,2023-08-26,2518.5,45,55.97,2023,August,Q3
Gigi Bohling,Australia,Orange Choco,2023-03-09,596.63,158,3.78,2023,March,Q1
Kelci Walkden,UK,Drinking Coco,2023-04-20,1858.71,24,77.45,2023,April,Q2
Mallorie Waber,Canada,Caramel Stuffed Bars,2023-06-10,5194.28,547,9.5,2023,June,Q2
Husein Augar,Australia,Organic Choco Syrup,2023-02-08,960.69,155,6.2,2023,February,Q1
Brien Boise,Australia,White Choc,2023-08-25,5347.12,23,232.48,2023,August,Q3
Dotty Strutley,India,Peanut Butter Cubes,2023-02-16,9805.11,76,129.01,2023,February,Q1
Dennison Crosswaite,UK,99% Dark & Pure,2023-05-30,13205.42,26,507.9,2023,May,Q2
Gigi Bohling,New Zealand,50% Dark Bites,2023-06-29,5929.2,65,91.22,2023,June,Q2
Gigi Bohling,USA,Milk Bars,2023-06-16,516.92,141,3.67,2023,June,Q2
Brien Boise,UK,Caramel Stuffed Bars,2023-03-04,2882.76,145,19.88,2023,March,Q1
Curtice Advani,New Zealand,Peanut Butter Cubes,2023-03-15,1637.72,454,3.61,2023,March,Q1
Curtice Advani,New Zealand,50% Dark Bites,2023-01-27,10791.46,88,122.63,2023,January,Q1
Beverie Moffet,Canada,Drinking Coco,2023-07-05,1093.46,115,9.51,2023,July,Q3
Barr Faughny,USA,Caramel Stuffed Bars,2023-03-29,3407.61,316,10.78,2023,March,Q1
Mallorie Waber,Canada,Almond Choco,2023-05-12,4753.93,37,128.48,2023,May,Q2
Oby Sorrel,USA,Drinking Coco,2023-03-11,8280.62,47,176.18,2023,March,Q1
Brien Boise,New Zealand,Eclairs,2023-07-11,4981.78,299,16.66,2023,July,Q3
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2023-08-01,13998.33,60,233.31,2023,August,Q3
Gunar Cockshoot,UK,Spicy Special Slims,2023-02-16,13105.65,199,65.86,2023,February,Q1
Curtice Advani,USA,After Nines,2023-04-13,15728.81,256,61.44,2023,April,Q2
Oby Sorrel,India,Choco Coated Almonds,2023-02-14,53.85,399,0.13,2023,February,Q1
Ches Bonnell,Australia,Peanut Butter Cubes,2023-03-14,10857.23,73,148.73,2023,March,Q1
Oby Sorrel,Australia,Spicy Special Slims,2023-04-26,12412.53,25,496.5,2023,April,Q2
Jehu Rudeforth,Canada,Manuka Honey Choco,2023-04-05,3669.15,209,17.56,2023,April,Q2
Camilla Castle,Canada,Drinking Coco,2023-03-03,13555.26,279,48.59,2023,March,Q1
Kaine Padly,USA,Spicy Special Slims,2023-06-13,2333.84,171,13.65,2023,June,Q2
Marney O'Breen,New Zealand,70% Dark Bites,2023-02-14,8973.05,360,24.93,2023,February,Q1
Roddy Speechley,New Zealand,99% Dark & Pure,2023-04-18,8610.38,188,45.8,2023,April,Q2
Oby Sorrel,New Zealand,85% Dark Bars,2023-02-01,3432.3,452,7.59,2023,February,Q1
Dotty Strutley,New Zealand,Orange Choco,2023-08-04,2283.39,155,14.73,2023,August,Q3
Andria Kimpton,New Zealand,Almond Choco,2023-04-05,7190.49,165,43.58,2023,April,Q2
Karlen McCaffrey,Australia,99% Dark & Pure,2023-01-26,11303.07,166,68.09,2023,January,Q1
Kaine Padly,UK,After Nines,2023-01-21,18911.49,171,110.59,2023,January,Q1
Kaine Padly,Canada,After Nines,2023-08-22,6233.02,178,35.02,2023,August,Q3
Kaine Padly,UK,Drinking Coco,2023-01-27,2334.5,233,10.02,2023,January,Q1
Rafaelita Blaksland,UK,50% Dark Bites,2023-02-16,11099.73,73,152.05,2023,February,Q1
Dotty Strutley,USA,Raspberry Choco,2023-01-03,3590.55,47,76.39,2023,January,Q1
Karlen McCaffrey,USA,White Choc,2023-08-24,5209.4,2,2604.7,2023,August,Q3
Oby Sorrel,USA,Spicy Special Slims,2023-02-07,6315.14,398,15.87,2023,February,Q1
Mallorie Waber,Australia,Smooth Sliky Salty,2023-02-11,4454.71,117,38.07,2023,February,Q1
Kaine Padly,Canada,Organic Choco Syrup,2023-03-29,6078.71,78,77.93,2023,March,Q1
Marney O'Breen,USA,Peanut Butter Cubes,2023-06-15,695.96,363,1.92,2023,June,Q2
Dennison Crosswaite,UK,Smooth Sliky Salty,2023-04-26,563.76,151,3.73,2023,April,Q2
Brien Boise,Australia,Organic Choco Syrup,2023-07-15,4479.69,261,17.16,2023,July,Q3
Beverie Moffet,India,Organic Choco Syrup,2023-06-23,1093.72,22,49.71,2023,June,Q2
Dennison Crosswaite,Australia,Baker's Choco Chips,2023-01-11,15870.43,449,35.35,2023,January,Q1
Beverie Moffet,UK,50% Dark Bites,2023-02-09,2529.82,297,8.52,2023,February,Q1
Van Tuxwell,UK,Almond Choco,2023-06-06,11258.39,217,51.88,2023,June,Q2
Dotty Strutley,UK,Caramel Stuffed Bars,2023-08-10,6180.45,230,26.87,2023,August,Q3
Wilone O'Kielt,Australia,Smooth Sliky Salty,2023-01-04,2496.06,45,55.47,2023,January,Q1
Andria Kimpton,Canada,70% Dark Bites,2023-04-08,10964.29,16,685.27,2023,April,Q2
Barr Faughny,UK,Milk Bars,2023-03-02,4012.51,409,9.81,2023,March,Q1
Van Tuxwell,Canada,Drinking Coco,2023-06-15,4919.25,746,6.59,2023,June,Q2
Jehu Rudeforth,Australia,After Nines,2023-02-14,5602.02,51,109.84,2023,February,Q1
Husein Augar,UK,After Nines,2023-07-05,3563.87,372,9.58,2023,July,Q3
Barr Faughny,India,Mint Chip Choco,2023-01-12,8313.09,493,16.86,2023,January,Q1
Curtice Advani,India,Mint Chip Choco,2023-03-03,8447.48,96,87.99,2023,March,Q1
Jehu Rudeforth,New Zealand,Milk Bars,2023-05-18,2646.23,198,13.36,2023,May,Q2
Gunar Cockshoot,India,Caramel Stuffed Bars,2023-07-28,2706.83,198,13.67,2023,July,Q3
Curtice Advani,UK,Manuka Honey Choco,2023-02-07,1710.48,108,15.84,2023,February,Q1
Andria Kimpton,India,Orange Choco,2023-05-30,318.19,417,0.76,2023,May,Q2
Mallorie Waber,Australia,Raspberry Choco,2023-04-25,9479.65,26,364.6,2023,April,Q2
Beverie Moffet,Canada,85% Dark Bars,2023-02-16,6393.2,44,145.3,2023,February,Q1
Kelci Walkden,Australia,Drinking Coco,2023-05-04,1355.65,60,22.59,2023,May,Q2
Van Tuxwell,Canada,70% Dark Bites,2023-06-02,7911.23,74,106.91,2023,June,Q2
Dennison Crosswaite,USA,Caramel Stuffed Bars,2023-07-11,2583.03,501,5.16,2023,July,Q3
Beverie Moffet,New Zealand,Spicy Special Slims,2023-06-07,66.13,65,1.02,2023,June,Q2
Jan Morforth,UK,Almond Choco,2023-07-06,10668.69,150,71.12,2023,July,Q3
Husein Augar,India,Raspberry Choco,2023-06-15,10994.3,152,72.33,2023,June,Q2
Dotty Strutley,India,Mint Chip Choco,2023-04-14,1259.61,227,5.55,2023,April,Q2
Camilla Castle,India,Drinking Coco,2023-08-08,492.13,164,3.0,2023,August,Q3
Marney O'Breen,UK,Drinking Coco,2023-03-29,1016.77,28,36.31,2023,March,Q1
Roddy Speechley,Australia,Organic Choco Syrup,2023-07-04,4111.42,81,50.76,2023,July,Q3
Ches Bonnell,India,99% Dark & Pure,2023-02-16,503.97,105,4.8,2023,February,Q1
Rafaelita Blaksland,Canada,Spicy Special Slims,2023-05-02,2883.71,163,17.69,2023,May,Q2
Van Tuxwell,India,Eclairs,2023-07-21,11861.89,105,112.97,2023,July,Q3
Gunar Cockshoot,Australia,99% Dark & Pure,2023-08-18,8564.73,237,36.14,2023,August,Q3
Kaine Padly,USA,85% Dark Bars,2023-06-22,538.03,271,1.99,2023,June,Q2
Camilla Castle,UK,Peanut Butter Cubes,2023-07-19,5231.88,125,41.86,2023,July,Q3
Madelene Upcott,UK,Peanut Butter Cubes,2023-08-12,7916.13,84,94.24,2023,August,Q3
Madelene Upcott,USA,Choco Coated Almonds,2023-06-07,6016.32,143,42.07,2023,June,Q2
Marney O'Breen,Canada,Peanut Butter Cubes,2023-03-08,7504.86,97,77.37,2023,March,Q1
Ches Bonnell,Australia,Choco Coated Almonds,2023-04-08,1590.98,182,8.74,2023,April,Q2
Curtice Advani,Canada,Eclairs,2023-05-06,740.07,205,3.61,2023,May,Q2
Roddy Speechley,India,Drinking Coco,2023-05-31,4591.11,11,417.37,2023,May,Q2
Van Tuxwell,Australia,Mint Chip Choco,2023-01-13,2686.51,324,8.29,2023,January,Q1
Dennison Crosswaite,USA,70% Dark Bites,2023-03-15,735.48,77,9.55,2023,March,Q1
Andria Kimpton,Canada,Peanut Butter Cubes,2023-02-16,1160.54,311,3.73,2023,February,Q1
Gigi Bohling,USA,70% Dark Bites,2023-01-14,8078.15,189,42.74,2023,January,Q1
Rafaelita Blaksland,Australia,White Choc,2023-03-21,7467.74,111,67.28,2023,March,Q1
Roddy Speechley,Canada,Drinking Coco,2023-05-17,7588.41,342,22.19,2023,May,Q2
Camilla Castle,New Zealand,85% Dark Bars,2023-08-08,15372.54,57,269.69,2023,August,Q3
Madelene Upcott,Canada,Milk Bars,2023-04-26,3907.5,86,45.44,2023,April,Q2
Madelene Upcott,Australia,70% Dark Bites,2023-04-15,3740.76,255,14.67,2023,April,Q2
Oby Sorrel,Canada,Eclairs,2023-05-19,6211.75,561,11.07,2023,May,Q2
Dennison Crosswaite,Canada,Drinking Coco,2023-01-10,2924.46,25,116.98,2023,January,Q1
Mallorie Waber,New Zealand,After Nines,2023-05-04,501.79,241,2.08,2023,May,Q2
Roddy Speechley,Canada,White Choc,2023-04-05,6594.09,270,24.42,2023,April,Q2
Andria Kimpton,India,After Nines,2023-01-17,960.68,71,13.53,2023,January,Q1
Roddy Speechley,India,Spicy Special Slims,2023-03-22,11370.32,170,66.88,2023,March,Q1
Dotty Strutley,Australia,White Choc,2023-07-05,6067.94,94,64.55,2023,July,Q3
Oby Sorrel,Canada,Orange Choco,2023-04-27,8909.75,355,25.1,2023,April,Q2
Kaine Padly,Canada,Almond Choco,2023-08-12,6865.35,75,91.54,2023,August,Q3
Jan Morforth,UK,Baker's Choco Chips,2023-03-11,805.23,259,3.11,2023,March,Q1
Jehu Rudeforth,UK,Fruit & Nut Bars,2023-05-13,9851.62,221,44.58,2023,May,Q2
Dennison Crosswaite,USA,Smooth Sliky Salty,2023-05-12,11823.35,90,131.37,2023,May,Q2
Brien Boise,USA,Raspberry Choco,2023-01-12,683.63,202,3.38,2023,January,Q1
Madelene Upcott,New Zealand,Milk Bars,2023-03-29,14002.42,388,36.09,2023,March,Q1
Roddy Speechley,India,50% Dark Bites,2023-03-14,8744.95,12,728.75,2023,March,Q1
Barr Faughny,New Zealand,99% Dark & Pure,2023-05-24,9294.14,201,46.24,2023,May,Q2
Dennison Crosswaite,Canada,Organic Choco Syrup,2023-01-28,8831.89,79,111.8,2023,January,Q1
Beverie Moffet,India,Almond Choco,2023-05-24,3474.98,104,33.41,2023,May,Q2
Brien Boise,Australia,Peanut Butter Cubes,2023-08-19,311.61,204,1.53,2023,August,Q3
Karlen McCaffrey,Australia,Spicy Special Slims,2023-05-17,4791.2,335,14.3,2023,May,Q2
Jehu Rudeforth,USA,White Choc,2023-06-07,6646.33,117,56.81,2023,June,Q2
Ches Bonnell,Canada,Organic Choco Syrup,2023-07-26,593.63,229,2.59,2023,July,Q3
Dotty Strutley,India,Eclairs,2023-07-28,2345.95,406,5.78,2023,July,Q3
Karlen McCaffrey,India,70% Dark Bites,2023-05-23,5083.07,368,13.81,2023,May,Q2
Jehu Rudeforth,UK,Mint Chip Choco,2024-01-04,6339.57,187,33.9,2024,January,Q1
Van Tuxwell,India,85% Dark Bars,2024-08-01,9005.87,90,100.07,2024,August,Q3
Gigi Bohling,India,Peanut Butter Cubes,2024-07-07,5159.07,87,59.3,2024,July,Q3
Jan Morforth,Australia,Peanut Butter Cubes,2024-04-27,13370.97,349,38.31,2024,April,Q2
Jehu Rudeforth,UK,Peanut Butter Cubes,2024-02-24,14791.64,182,81.27,2024,February,Q1
Van Tuxwell,India,Smooth Sliky Salty,2024-06-06,6429.35,40,160.73,2024,June,Q2
Oby Sorrel,UK,99% Dark & Pure,2024-01-25,15900.6,188,84.58,2024,January,Q1
Gunar Cockshoot,Australia,After Nines,2024-03-24,3400.26,77,44.16,2024,March,Q1
Jehu Rudeforth,New Zealand,50% Dark Bites,2024-04-20,4357.76,63,69.17,2024,April,Q2
Brien Boise,Australia,99% Dark & Pure,2024-07-04,3356.17,111,30.24,2024,July,Q3
Rafaelita Blaksland,UK,Smooth Sliky Salty,2024-01-13,5287.86,67,78.92,2024,January,Q1
Barr Faughny,USA,Orange Choco,2024-03-10,4244.36,11,385.85,2024,March,Q1
Mallorie Waber,Canada,Eclairs,2024-01-13,1671.64,277,6.03,2024,January,Q1
Karlen McCaffrey,New Zealand,Drinking Coco,2024-07-28,181.84,167,1.09,2024,July,Q3
Marney O'Breen,New Zealand,Peanut Butter Cubes,2024-08-03,8950.59,189,47.36,2024,August,Q3
Beverie Moffet,Australia,Organic Choco Syrup,2024-01-26,7271.76,385,18.89,2024,January,Q1
Van Tuxwell,Canada,Organic Choco Syrup,2024-02-14,4864.83,42,115.83,2024,February,Q1
Roddy Speechley,USA,Smooth Sliky Salty,2024-04-05,3175.11,149,21.31,2024,April,Q2
Beverie Moffet,Canada,Milk Bars,2024-02-16,10137.79,250,40.55,2024,February,Q1
Curtice Advani,UK,85% Dark Bars,2024-06-08,1206.95,174,6.94,2024,June,Q2
Brien Boise,Australia,Eclairs,2024-06-27,8222.65,92,89.38,2024,June,Q2
Gunar Cockshoot,USA,Spicy Special Slims,2024-02-17,1440.85,152,9.48,2024,February,Q1
Marney O'Breen,USA,After Nines,2024-05-30,5611.65,159,35.29,2024,May,Q2
Husein Augar,UK,Drinking Coco,2024-03-14,3562.44,111,32.09,2024,March,Q1
Kaine Padly,Australia,Eclairs,2024-02-28,8385.26,122,68.73,2024,February,Q1
Karlen McCaffrey,India,Fruit & Nut Bars,2024-01-26,181.31,330,0.55,2024,January,Q1
Roddy Speechley,Canada,Spicy Special Slims,2024-02-09,1800.27,191,9.43,2024,February,Q1
Husein Augar,USA,Eclairs,2024-07-07,4449.37,113,39.37,2024,July,Q3
Dennison Crosswaite,New Zealand,White Choc,2024-07-05,10113.4,155,65.25,2024,July,Q3
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2024-06-15,5932.84,303,19.58,2024,June,Q2
Van Tuxwell,New Zealand,85% Dark Bars,2024-05-24,2006.71,124,16.18,2024,May,Q2
Rafaelita Blaksland,UK,99% Dark & Pure,2024-06-29,14086.69,157,89.72,2024,June,Q2
Wilone O'Kielt,Australia,Manuka Honey Choco,2024-05-11,4799.54,90,53.33,2024,May,Q2
Karlen McCaffrey,UK,Almond Choco,2024-06-30,8101.98,138,58.71,2024,June,Q2
Andria Kimpton,Canada,After Nines,2024-05-11,2321.97,71,32.7,2024,May,Q2
Roddy Speechley,USA,Manuka Honey Choco,2024-07-22,10245.0,329,31.14,2024,July,Q3
Andria Kimpton,UK,50% Dark Bites,2024-08-24,2930.4,344,8.52,2024,August,Q3
Kelci Walkden,New Zealand,After Nines,2024-07-07,170.24,75,2.27,2024,July,Q3
Camilla Castle,Australia,85% Dark Bars,2024-05-19,4247.49,14,303.39,2024,May,Q2
Karlen McCaffrey,India,Manuka Honey Choco,2024-07-04,2696.1,605,4.46,2024,July,Q3
Kelci Walkden,USA,After Nines,2024-06-02,1083.76,16,67.74,2024,June,Q2
Karlen McCaffrey,USA,Raspberry Choco,2024-04-15,17037.09,347,49.1,2024,April,Q2
Mallorie Waber,Canada,Choco Coated Almonds,2024-07-11,5706.43,247,23.1,2024,July,Q3
Andria Kimpton,India,Spicy Special Slims,2024-02-23,6682.34,139,48.07,2024,February,Q1
Madelene Upcott,Canada,Almond Choco,2024-08-22,8192.6,100,81.93,2024,August,Q3
Kaine Padly,USA,Peanut Butter Cubes,2024-02-16,7568.16,206,36.74,2024,February,Q1
Van Tuxwell,USA,50% Dark Bites,2024-01-13,10772.33,156,69.05,2024,January,Q1
Curtice Advani,Australia,Milk Bars,2024-02-14,7467.12,18,414.84,2024,February,Q1
Roddy Speechley,India,Eclairs,2024-06-10,4985.9,311,16.03,2024,June,Q2
Curtice Advani,India,Fruit & Nut Bars,2024-07-07,5693.6,177,32.17,2024,July,Q3
Curtice Advani,Canada,Almond Choco,2024-03-24,5879.1,75,78.39,2024,March,Q1
Brien Boise,Australia,Fruit & Nut Bars,2024-06-06,9771.93,22,444.18,2024,June,Q2
Dotty Strutley,Australia,Drinking Coco,2024-07-19,105.06,140,0.75,2024,July,Q3
Beverie Moffet,USA,Raspberry Choco,2024-04-19,16414.69,80,205.18,2024,April,Q2
Marney O'Breen,India,85% Dark Bars,2024-07-19,2553.41,183,13.95,2024,July,Q3
Jehu Rudeforth,Canada,Drinking Coco,2024-07-15,473.99,25,18.96,2024,July,Q3
Ches Bonnell,New Zealand,Spicy Special Slims,2024-02-14,3873.98,19,203.89,2024,February,Q1
Brien Boise,Canada,99% Dark & Pure,2024-05-18,17718.25,430,41.21,2024,May,Q2
Barr Faughny,Australia,Fruit & Nut Bars,2024-06-30,16572.07,57,290.74,2024,June,Q2
Andria Kimpton,Australia,50% Dark Bites,2024-06-02,5220.19,216,24.17,2024,June,Q2
Andria Kimpton,Australia,Drinking Coco,2024-06-28,1797.26,49,36.68,2024,June,Q2
Marney O'Breen,Australia,Organic Choco Syrup,2024-05-16,295.62,182,1.62,2024,May,Q2
Kelci Walkden,Canada,Baker's Choco Chips,2024-05-26,3597.37,288,12.49,2024,May,Q2
Karlen McCaffrey,India,Almond Choco,2024-07-06,6580.43,147,44.76,2024,July,Q3
Oby Sorrel,India,99% Dark & Pure,2024-05-27,12232.97,11,1112.09,2024,May,Q2
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2024-04-14,2243.44,11,203.95,2024,April,Q2
Van Tuxwell,Australia,Organic Choco Syrup,2024-08-10,22943.37,14,1638.81,2024,August,Q3
Camilla Castle,India,50% Dark Bites,2024-07-04,10590.61,430,24.63,2024,July,Q3
Oby Sorrel,India,Organic Choco Syrup,2024-07-08,6468.82,59,109.64,2024,July,Q3
Jan Morforth,USA,Peanut Butter Cubes,2024-07-22,10463.57,109,96.0,2024,July,Q3
Gigi Bohling,USA,Choco Coated Almonds,2024-03-02,14154.35,105,134.8,2024,March,Q1
Gigi Bohling,UK,Almond Choco,2024-01-10,6031.14,9,670.13,2024,January,Q1
Jehu Rudeforth,New Zealand,White Choc,2024-03-11,3308.4,258,12.82,2024,March,Q1
Andria Kimpton,New Zealand,Peanut Butter Cubes,2024-06-20,1119.94,283,3.96,2024,June,Q2
Van Tuxwell,UK,Organic Choco Syrup,2024-08-26,2303.39,222,10.38,2024,August,Q3
Roddy Speechley,Canada,Milk Bars,2024-07-13,723.37,33,21.92,2024,July,Q3
Camilla Castle,USA,Spicy Special Slims,2024-02-11,1413.64,261,5.42,2024,February,Q1
Marney O'Breen,USA,Orange Choco,2024-01-27,9001.89,193,46.64,2024,January,Q1
Van Tuxwell,UK,99% Dark & Pure,2024-01-31,5283.91,136,38.85,2024,January,Q1
Camilla Castle,USA,White Choc,2024-08-18,10958.51,23,476.46,2024,August,Q3
Andria Kimpton,USA,Raspberry Choco,2024-06-30,15531.78,22,705.99,2024,June,Q2
Dotty Strutley,Australia,Fruit & Nut Bars,2024-08-23,317.36,337,0.94,2024,August,Q3
Brien Boise,New Zealand,Mint Chip Choco,2024-08-01,71.41,188,0.38,2024,August,Q3
Roddy Speechley,New Zealand,After Nines,2024-05-25,9317.33,11,847.03,2024,May,Q2
Roddy Speechley,Canada,Organic Choco Syrup,2024-01-10,4790.71,86,55.71,2024,January,Q1
Dennison Crosswaite,Australia,70% Dark Bites,2024-02-07,6166.8,114,54.09,2024,February,Q1
Karlen McCaffrey,USA,Orange Choco,2024-05-12,11741.46,433,27.12,2024,May,Q2
Madelene Upcott,Australia,Spicy Special Slims,2024-03-07,8519.77,443,19.23,2024,March,Q1
Dennison Crosswaite,Australia,85% Dark Bars,2024-04-05,8278.86,453,18.28,2024,April,Q2
Andria Kimpton,Canada,Caramel Stuffed Bars,2024-01-03,7560.62,336,22.5,2024,January,Q1
Dennison Crosswaite,UK,Eclairs,2024-03-24,6702.11,285,23.52,2024,March,Q1
Madelene Upcott,India,Raspberry Choco,2024-07-07,4758.69,10,475.87,2024,July,Q3
Van Tuxwell,USA,After Nines,2024-07-26,709.25,263,2.7,2024,July,Q3
Wilone O'Kielt,Australia,Organic Choco Syrup,2024-07-07,2003.05,110,18.21,2024,July,Q3
Karlen McCaffrey,Canada,50% Dark Bites,2024-07-15,3248.0,64,50.75,2024,July,Q3
Roddy Speechley,New Zealand,Orange Choco,2024-04-01,51.98,95,0.55,2024,April,Q2
Beverie Moffet,Australia,Eclairs,2024-06-20,2134.65,6,355.78,2024,June,Q2
Kelci Walkden,UK,Fruit & Nut Bars,2024-06-29,15540.41,520,29.89,2024,June,Q2
Marney O'Breen,USA,50% Dark Bites,2024-06-15,1117.77,114,9.8,2024,June,Q2
Husein Augar,USA,After Nines,2024-04-08,13999.05,179,78.21,2024,April,Q2
Dennison Crosswaite,Australia,Raspberry Choco,2024-03-14,6265.59,31,202.12,2024,March,Q1
Andria Kimpton,USA,Fruit & Nut Bars,2024-07-15,1536.82,386,3.98,2024,July,Q3
Kelci Walkden,India,Eclairs,2024-04-19,6069.93,80,75.87,2024,April,Q2
Marney O'Breen,USA,99% Dark & Pure,2024-03-28,4861.33,286,17.0,2024,March,Q1
Brien Boise,Canada,Spicy Special Slims,2024-03-04,8993.24,97,92.71,2024,March,Q1
Karlen McCaffrey,New Zealand,70% Dark Bites,2024-08-02,150.42,40,3.76,2024,August,Q3
Husein Augar,UK,Spicy Special Slims,2024-08-25,5593.68,41,136.43,2024,August,Q3
Marney O'Breen,USA,Almond Choco,2024-02-25,9376.61,167,56.15,2024,February,Q1
Kelci Walkden,India,Orange Choco,2024-06-07,11315.16,134,84.44,2024,June,Q2
Jan Morforth,India,Spicy Special Slims,2024-04-12,2048.34,506,4.05,2024,April,Q2
Ches Bonnell,India,Spicy Special Slims,2024-07-06,12562.81,101,124.38,2024,July,Q3
Kelci Walkden,UK,Smooth Sliky Salty,2024-01-19,6883.75,182,37.82,2024,January,Q1
Madelene Upcott,Australia,Fruit & Nut Bars,2024-01-05,6105.6,90,67.84,2024,January,Q1
Madelene Upcott,Canada,70% Dark Bites,2024-01-24,12634.72,145,87.14,2024,January,Q1
Wilone O'Kielt,Australia,Drinking Coco,2024-04-06,663.74,285,2.33,2024,April,Q2
Gunar Cockshoot,Australia,Fruit & Nut Bars,2024-06-15,7044.68,21,335.46,2024,June,Q2
Gigi Bohling,Canada,Baker's Choco Chips,2024-01-28,1804.9,47,38.4,2024,January,Q1
Kelci Walkden,India,Caramel Stuffed Bars,2024-03-16,513.43,131,3.92,2024,March,Q1
Rafaelita Blaksland,Australia,Drinking Coco,2024-02-21,13699.76,389,35.22,2024,February,Q1
Kelci Walkden,USA,Manuka Honey Choco,2024-02-16,19995.68,94,212.72,2024,February,Q1
Jehu Rudeforth,Canada,Spicy Special Slims,2024-01-13,2189.7,29,75.51,2024,January,Q1
Kelci Walkden,Australia,Eclairs,2024-03-23,8727.09,523,16.69,2024,March,Q1
Curtice Advani,Canada,Spicy Special Slims,2024-06-16,911.46,126,7.23,2024,June,Q2
Oby Sorrel,India,Raspberry Choco,2024-04-14,7620.86,46,165.67,2024,April,Q2
Kelci Walkden,UK,Eclairs,2024-01-25,5054.56,60,84.24,2024,January,Q1
Jan Morforth,India,Almond Choco,2024-03-11,5230.5,23,227.41,2024,March,Q1
Dotty Strutley,UK,Almond Choco,2024-07-28,17104.04,103,166.06,2024,July,Q3
Marney O'Breen,New Zealand,After Nines,2024-03-09,1642.32,43,38.19,2024,March,Q1
Husein Augar,Australia,Orange Choco,2024-06-28,10322.19,182,56.72,2024,June,Q2
Marney O'Breen,Australia,Milk Bars,2024-07-28,2715.92,423,6.42,2024,July,Q3
Kelci Walkden,Canada,99% Dark & Pure,2024-08-15,5598.05,51,109.77,2024,August,Q3
Kaine Padly,Australia,Manuka Honey Choco,2024-01-12,2996.99,280,10.7,2024,January,Q1
Beverie Moffet,New Zealand,White Choc,2024-03-24,7946.49,7,1135.21,2024,March,Q1
Van Tuxwell,UK,Milk Bars,2024-07-25,4991.22,92,54.25,2024,July,Q3
Oby Sorrel,Canada,99% Dark & Pure,2024-08-01,4151.7,424,9.79,2024,August,Q3
Van Tuxwell,India,Organic Choco Syrup,2024-05-16,22701.85,168,135.13,2024,May,Q2
Roddy Speechley,India,Smooth Sliky Salty,2024-08-10,6014.3,141,42.65,2024,August,Q3
Jan Morforth,India,Eclairs,2024-01-05,2788.6,27,103.28,2024,January,Q1
Ches Bonnell,UK,Smooth Sliky Salty,2024-07-11,6503.75,116,56.07,2024,July,Q3
Wilone O'Kielt,USA,After Nines,2024-04-25,433.92,31,14.0,2024,April,Q2
Gigi Bohling,New Zealand,Fruit & Nut Bars,2024-04-04,12314.13,129,95.46,2024,April,Q2
